random_id,credit_window,credit_window_label,first_term_label,me_bs_degree_status,me_bs_degree_status_clean,me_bs_degree_status_is_missing,me_degree_status_bucket,has_me_bs_degree,has_any_bachelor_degree,outcome_graduated_me,outcome_any_bachelor,outcome_status_known,cgpa_at_etm_to_any_campus,highest_cgpa_during_credit_window,peak_minus_etm,graduating_cgpa,cgpa_gap,dif_btw_max_and_min_term_gpa,warnings_per_term,low_gpa_term_rate_2_5,low_gpa_term_rate_3_0,grade_forgiveness_used,multi_repeat_flag,with_math_ap,sat_verb_grouping,1st_aleks_math_score_grouping,1st_math_course,1st_math_course_campus,etm_total_attempts_to_abc,etm_first_attempt_pass_count,etm_never_passed_count,etm_first_grade_dfw_count,terms_with_gpa,mean_term_gpa,median_term_gpa,std_term_gpa,min_term_gpa,max_term_gpa,first_term_gpa,last_term_gpa,n_summer_terms,n_regular_terms,low_gpa_terms_2_5,low_gpa_terms_3_0,gpa_trend_slope,first_two_regular_mean_gpa,summer_term_ratio,chem_110_outcome_after_1st_fa,edsgn_100_outcome_after_1st_fa,math_140_outcome_after_1st_fa,math_141_outcome_after_1st_fa,phys_211_outcome_after_1st_fa,chem_110_outcome_after_1st_ay,edsgn_100_outcome_after_1st_ay,math_140_outcome_after_1st_ay,math_141_outcome_after_1st_ay,phys_211_outcome_after_1st_ay,chem_110_outcome_after_2nd_ay,edsgn_100_outcome_after_2nd_ay,math_140_outcome_after_2nd_ay,math_141_outcome_after_2nd_ay,phys_211_outcome_after_2nd_ay,chem_110_outcome,edsgn_100_outcome,math_140_outcome,math_141_outcome,phys_211_outcome,chem_110__grade_code__1st_fa_or_sp,edsgn_100__grade_code__1st_fa_or_sp,math_140__grade_code__1st_fa_or_sp,math_141__grade_code__1st_fa_or_sp,phys_211__grade_code__1st_fa_or_sp,chem_110_attempts_to_abc,chem_110_pass_by_first_attempt,chem_110_ever_passed,chem_110_first_grade_dfw,chem_110_total_attempts,chem_110_outcome_label,edsgn_100_attempts_to_abc,edsgn_100_pass_by_first_attempt,edsgn_100_ever_passed,edsgn_100_first_grade_dfw,edsgn_100_total_attempts,edsgn_100_outcome_label,math_140_attempts_to_abc,math_140_pass_by_first_attempt,math_140_ever_passed,math_140_first_grade_dfw,math_140_total_attempts,math_140_outcome_label,math_141_attempts_to_abc,math_141_pass_by_first_attempt,math_141_ever_passed,math_141_first_grade_dfw,math_141_total_attempts,math_141_outcome_label,phys_211_attempts_to_abc,phys_211_pass_by_first_attempt,phys_211_ever_passed,phys_211_first_grade_dfw,phys_211_total_attempts,phys_211_outcome_label
S-00136,40-59,40-59,Fall 2019,ME_BS Degree Only,ME_BS DEGREE ONLY,0,me_bs_only,1,1,1,1,1,3.37,3.37,0.0,2.95,-0.4199999999999999,2.01,0.0,0.2,0.5,0,0,No,640-690,61-75,MATH 140,LV,5.0,5,0,0,12,3.5033333333333334,3.535,0.3285320887422313,2.67,4.0,3.69,3.75,3,9,0,1,0.0041097364174287,3.585,0.25,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,A-,A,A,Not Enrolled,Not Enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt
S-00135,40-59,40-59,Fall 2021,ME_BS Degree Only,ME_BS DEGREE ONLY,0,me_bs_only,1,1,1,1,1,3.36,3.36,0.0,3.34,-0.02,0.98,0.0,0.0,0.2222222222222222,0,0,No,<590,83-89,MATH 140,HB,5.0,5,0,0,9,3.3311111111111114,3.34,0.3343069115515129,2.72,3.91,3.42,3.45,1,8,0,1,-0.0074333333333333,3.335,0.1111111111111111,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,B+,B+,A,Not Enrolled,Not Enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt
S-00134,40-59,40-59,Fall 2017,ME_BS Degree Only,ME_BS DEGREE ONLY,0,me_bs_only,1,1,1,1,1,3.72,3.72,0.0,3.82,0.0999999999999996,0.5299999999999998,0.0,0.0,0.0,0,0,No,<590,76-82,MATH 140,BK,5.0,5,0,0,9,3.48,3.67,0.4849999999999999,2.58,4.0,2.58,4.0,1,8,0,2,0.0945652173913043,2.9450000000000003,0.1111111111111111,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,Never Enrolled,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,A,Not Enrolled,A-,Not Enrolled,Not Enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt
S-00133,40-59,40-59,Fall 2016,ME_BS Degree Only,ME_BS DEGREE ONLY,0,me_bs_only,1,1,1,1,1,3.16,3.16,0.0,3.29,0.1299999999999999,1.3899999999999997,0.0,0.0909090909090909,0.1818181818181818,0,0,No,<590,83-89,MATH 140,ER,5.0,5,0,0,11,2.969090909090909,3.14,0.6153771940111942,1.93,3.94,3.94,2.67,3,8,2,5,-0.0429372496662216,3.655,0.2727272727272727,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,C+,C+,C,Not Enrolled,Not Enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt
S-00132,40-59,40-59,Fall 2018,ME_BS Degree Only,ME_BS DEGREE ONLY,0,me_bs_only,1,1,1,1,1,3.69,3.69,0.0,3.53,-0.1600000000000001,1.06,0.0,0.0,0.1111111111111111,0,0,No,<590,61-75,MATH 140,WB,5.0,5,0,0,9,3.3722222222222222,3.36,0.3588445965100275,2.86,3.84,3.75,3.24,1,8,0,2,-0.0280666666666666,3.58,0.1111111111111111,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,A,B+,A-,Not Enrolled,Not Enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt
S-00131,40-59,40-59,Fall 2019,ME_BS Degree Only,ME_BS DEGREE ONLY,0,me_bs_only,1,1,1,1,1,3.37,3.37,0.0,3.35,-0.02,1.38,0.0,0.0909090909090909,0.0909090909090909,0,0,No,<590,83-89,MATH 141,UP,4.0,2,2,0,11,3.7654545454545456,3.92,0.320323699915059,3.0,4.0,3.92,4.0,2,9,0,0,-0.0027290322580644,3.795,0.1818181818181818,Never Enrolled,Never Enrolled,Never Enrolled,Never Enrolled,Never Enrolled,Only 1 Attempt=DFW,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,Never Enrolled,"2 Attempts (1st=DFW, 2nd=ABC)",1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,Never Enrolled,Pass on 2nd attempt,Pass on 1st attempt,Never enrolled,Pass on 1st attempt,Never enrolled,LD,A,Not Enrolled,B+,Not Enrolled,2.0,0,1,0,2,Pass on 2nd attempt,1.0,1,1,0,1,Pass on 1st attempt,,0,0,0,0,Never enrolled,1.0,1,1,0,1,Pass on 1st attempt,,0,0,0,0,Never enrolled
S-00130,29-55,29-55,Fall 2018,,,1,missing_or_blank,0,0,0,0,0,3.82,3.89,0.0700000000000002,,,0.27,0.0,0.0,0.0,0,0,No,≥690,N/A (101),MATH 140E,UP,4.0,4,1,0,13,3.326923076923077,3.33,0.4165810168379537,2.43,4.0,2.43,3.33,3,10,1,2,0.0183582647718773,2.98,0.2307692307692307,Never Enrolled,Never Enrolled,1st Attempt=ABC,Never Enrolled,Never Enrolled,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Never enrolled,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Not Enrolled,Not Enrolled,A-,Not Enrolled,Not Enrolled,,0,0,0,0,Never enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt
S-00129,29-55,29-55,Fall 2017,,,1,missing_or_blank,0,0,0,0,0,3.55,3.63,0.08,,,0.4199999999999999,0.0,0.0,0.0,0,0,No,≥690,83-89,MATH 140,UP,5.0,5,0,0,10,3.611,3.58,0.3080926988928999,2.94,4.0,3.75,3.48,2,8,0,1,-0.0178121878121878,3.66,0.2,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,B+,A,B+,Not Enrolled,Not Enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt
S-00128,40-59,40-59,Spring 2017,ME_BS Degree Only,ME_BS DEGREE ONLY,0,me_bs_only,1,1,1,1,1,3.22,3.22,0.0,3.35,0.1299999999999999,1.21,0.0,0.0,0.1,0,0,No,640-690,83-89,MATH 140,UP,5.0,5,0,0,13,3.3653846153846154,3.51,0.395424147479964,2.41,3.79,3.51,3.79,4,9,1,1,0.0161538461538461,3.625,0.3076923076923077,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,Never Enrolled,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,A,Not Enrolled,B-,Not Enrolled,Not Enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt
S-00127,40-59,40-59,Fall 2021,ME_BS Degree Only,ME_BS DEGREE ONLY,0,me_bs_only,1,1,1,1,1,3.21,3.21,0.0,3.35,0.1400000000000001,1.73,0.0,0.1,0.2,0,0,Yes,590-640,83-89,MATH 141,BK,3.0,3,2,0,11,3.1681818181818184,3.34,0.8501037369852951,1.0,3.94,3.94,3.87,3,8,2,2,0.0027272727272727,3.79,0.2727272727272727,1st Attempt=ABC,Never Enrolled,Never Enrolled,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,Never Enrolled,Pass on 1st attempt,Pass on 1st attempt,Never enrolled,Pass on 1st attempt,Never enrolled,C,Not Enrolled,Not Enrolled,C,Not Enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,,0,0,0,0,Never enrolled,1.0,1,1,0,1,Pass on 1st attempt,,0,0,0,0,Never enrolled
S-00126,29-55,29-55,Fall 2017,,,1,missing_or_blank,0,0,0,0,0,3.57,3.57,0.0,,,0.91,0.0,0.0,0.0,0,0,No,640-690,76-82,MATH 140E,UP,5.0,5,0,0,11,3.472727272727273,3.51,0.351940077544201,2.86,4.0,2.86,3.36,2,9,0,2,0.014435294117647,3.295,0.1818181818181818,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,B-,Not Enrolled,B,Not Enrolled,Not Enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt
S-00125,40-59,40-59,Fall 2016,ME_BS Degree Only,ME_BS DEGREE ONLY,0,me_bs_only,1,1,1,1,1,3.76,3.76,0.0,3.67,-0.0899999999999998,1.08,0.0,0.0,0.125,0,0,No,590-640,90-100,MATH 140,LV,5.0,5,0,0,10,3.431,3.505,0.3848073110878568,2.79,4.0,3.28,3.84,2,8,0,1,0.022608376193975,3.365,0.2,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,A-,A,A,Not Enrolled,Not Enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt
S-00124,40-59,40-59,Fall 2016,ME_BS Degree Only,ME_BS DEGREE ONLY,0,me_bs_only,1,1,1,1,1,3.31,3.31,0.0,3.52,0.2099999999999999,1.0,0.0,0.0,0.0,0,0,Yes,,90-100,MATH 140E,UP,5.0,5,0,0,10,3.3899999999999997,3.5999999999999996,0.5739531533341569,2.1,3.83,2.59,3.75,2,8,1,2,0.0721278721278721,3.045,0.2,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,B,Not Enrolled,C+,Not Enrolled,A-,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt
S-00123,40-59,40-59,Summer 2020,ME_BS Degree Only,ME_BS DEGREE ONLY,0,me_bs_only,1,1,1,1,1,3.43,3.43,0.0,3.49,0.06,1.19,0.0,0.0,0.0909090909090909,0,0,Yes,<590,83-89,MATH 141,UP,3.0,3,2,0,11,3.566363636363637,3.67,0.2971286834781431,3.09,4.0,4.0,3.93,0,11,0,0,0.0011318681318681,3.85,0.0,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,Never Enrolled,Pass on 1st attempt,Pass on 1st attempt,Never enrolled,Pass on 1st attempt,Never enrolled,B-,B,Not Enrolled,C,Not Enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,,0,0,0,0,Never enrolled,1.0,1,1,0,1,Pass on 1st attempt,,0,0,0,0,Never enrolled
S-00122,29-55,29-55,Fall 2019,ME_BS Degree Only,ME_BS DEGREE ONLY,0,me_bs_only,1,1,1,1,1,3.34,3.34,0.0,3.38,0.04,1.1999999999999995,0.0,0.0,0.2222222222222222,1,0,No,590-640,61-75,MATH 140,UP,5.0,5,0,0,9,3.47,3.57,0.3059820256158848,2.88,3.86,3.48,3.67,1,8,0,1,-0.0130434782608695,3.67,0.1111111111111111,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,B,A,A,Not Enrolled,Not Enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt
S-00121,29-55,29-55,Fall 2017,ME_BS Degree Only,ME_BS DEGREE ONLY,0,me_bs_only,1,1,1,1,1,3.65,3.65,0.0,3.47,-0.1799999999999997,0.9900000000000002,0.0,0.0,0.125,0,0,No,590-640,83-89,MATH 140E,UP,5.0,5,0,0,10,3.5409999999999995,3.47,0.3118920753508603,3.0,4.0,3.0,3.69,2,8,0,0,0.057012987012987,3.23,0.2,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,B+,A,A-,Not Enrolled,Not Enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt
S-00120,40-59,40-59,Summer 2020,ME_BS Degree Only,ME_BS DEGREE ONLY,0,me_bs_only,1,1,1,1,1,3.84,3.84,0.0,3.88,0.04,0.2799999999999998,0.0,0.0,0.0,0,0,Yes,640-690,83-89,MATH 220,UP,2.0,2,3,0,16,3.176875,3.185,0.357541955580041,2.67,3.81,2.77,3.53,4,12,0,6,-0.000104800540906,3.1100000000000003,0.25,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,Never Enrolled,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,Never Enrolled,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,Never Enrolled,Never Enrolled,Pass on 1st attempt,Pass on 1st attempt,Never enrolled,Never enrolled,Never enrolled,A,A,Not Enrolled,Not Enrolled,Not Enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,,0,0,0,0,Never enrolled,,0,0,0,0,Never enrolled,,0,0,0,0,Never enrolled
S-00119,40-59,40-59,Fall 2020,ME_BS Degree Only,ME_BS DEGREE ONLY,0,me_bs_only,1,1,1,1,1,3.62,3.62,0.0,3.75,0.1299999999999999,0.98,0.0,0.0,0.0,0,0,Yes,640-690,83-89,MATH 140,UP,5.0,5,0,0,11,3.3936363636363636,3.47,0.3638481201620459,2.74,3.94,3.59,3.29,1,10,0,2,0.025551724137931,3.3499999999999996,0.0909090909090909,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,A,A,A-,Not Enrolled,Not Enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt
S-00118,29-55,29-55,Fall 2020,ME_BS Degree Only,ME_BS DEGREE ONLY,0,me_bs_only,1,1,1,1,1,3.13,3.36,0.2299999999999999,3.51,0.3799999999999999,1.7999999999999998,0.0,0.125,0.125,0,0,No,590-640,83-89,MATH 140,UP,5.0,5,0,0,8,3.475,3.52,0.3295451410656816,2.88,3.87,3.8,3.87,0,8,0,1,0.0145652173913043,3.645,0.0,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,C+,Not Enrolled,C,Not Enrolled,C,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt
S-00117,29-55,29-55,Summer 2016,,,1,missing_or_blank,0,0,0,0,0,3.34,3.34,0.0,,,1.0700000000000005,0.0,0.0,0.125,1,0,Yes,640-690,N/A (101),MATH 141,UP,5.0,3,1,0,12,3.599166666666666,3.715,0.362051185063743,2.9,3.92,3.92,3.81,2,10,0,2,-0.0098514851485148,3.82,0.1666666666666666,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,Only 1 Attempt=DFW,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,"2 Attempts (1st=DFW, 2nd=ABC)",1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,"2 Attempts (1st=DFW, 2nd=ABC)",1st Attempt=ABC,Pass on 1st attempt,Pass on 1st attempt,Never enrolled,Pass on 2nd attempt,Pass on 1st attempt,A-,A,Not Enrolled,F,C+,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,,0,0,0,0,Never enrolled,2.0,0,1,0,2,Pass on 2nd attempt,1.0,1,1,0,1,Pass on 1st attempt
S-00116,29-55,29-55,Fall 2017,,,1,missing_or_blank,0,0,0,0,0,3.29,3.37,0.08,,,2.97,0.0,0.1538461538461538,0.4615384615384615,1,0,No,,83-89,MATH 34,BK,7.0,4,0,0,9,3.765555555555556,3.85,0.3055368681154171,3.02,4.0,3.86,3.7,1,8,0,0,0.0113666666666666,3.855,0.1111111111111111,Never Enrolled,Never Enrolled,Never Enrolled,Never Enrolled,Never Enrolled,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,Never Enrolled,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,1st Attempt=ABC,2 Attempts (Both=DFW),1st Attempt=ABC,Pass on 1st attempt,Pass on 1st attempt,Pass on 1st attempt,No pass after 2 attempts,Pass on 1st attempt,A-,Not Enrolled,A,Not Enrolled,Not Enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,3.0,0,1,0,3,Pass on 3rd attempt,1.0,1,1,0,1,Pass on 1st attempt
S-00115,29-55,29-55,Fall 2016,ME_BS Degree Only,ME_BS DEGREE ONLY,0,me_bs_only,1,1,1,1,1,4.0,4.0,0.0,3.94,-0.06,0.25,0.0,0.0,0.0,0,0,Yes,≥690,90-100,MATH 220,UP,1.0,1,4,0,8,3.985,4.0,0.0277746029931766,3.94,4.0,3.94,4.0,0,8,0,0,0.0045652173913043,3.97,0.0,Never Enrolled,1st Attempt=ABC,Never Enrolled,Never Enrolled,Never Enrolled,Never Enrolled,1st Attempt=ABC,Never Enrolled,Never Enrolled,Never Enrolled,Never Enrolled,1st Attempt=ABC,Never Enrolled,Never Enrolled,Never Enrolled,Never enrolled,Pass on 1st attempt,Never enrolled,Never enrolled,Never enrolled,Not Enrolled,A,Not Enrolled,Not Enrolled,Not Enrolled,,0,0,0,0,Never enrolled,1.0,1,1,0,1,Pass on 1st attempt,,0,0,0,0,Never enrolled,,0,0,0,0,Never enrolled,,0,0,0,0,Never enrolled
S-00114,40-59,40-59,Fall 2016,ME_BS Degree Only,ME_BS DEGREE ONLY,0,me_bs_only,1,1,1,1,1,2.6,2.6,0.0,2.79,0.1899999999999999,2.62,0.0,0.2,0.6,0,1,Yes,590-640,76-82,MATH 141,UP,5.0,3,1,0,8,3.44375,3.5,0.1893551085734344,3.09,3.7,3.5,3.5,0,8,0,0,0.0256521739130434,3.295,0.0,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,Only 1 Attempt=DFW,1st Attempt=ABC,1st Attempt=ABC,Never Enrolled,1st Attempt=ABC,"2 Attempts (1st=DFW, 2nd=ABC)",Pass on 1st attempt,Pass on 1st attempt,Never enrolled,Pass on 1st attempt,Pass on 2nd attempt,B-,A,Not Enrolled,C,Not Enrolled,1.0,1,1,0,1,Pass on 1st attempt,1.0,1,1,0,1,Pass on 1st attempt,,0,0,0,0,Never enrolled,1.0,1,1,0,1,Pass on 1st attempt,2.0,0,1,0,2,Pass on 2nd attempt
